오늘날 무용교육은 이론과 예술적 지도능력을 향상시키는 데 주력하는바 무용과 학생들에게 무용교육론의 방법과 창의력을 위주로 창작교육에 심혈을 기울이고 있다. ,무용과
이는 무용교육을 통하여 인간정서의 순화와 심신을 발달시킴으로써 건강하고 품격 높은 무용예술의 전문가로 육성하는데 궁극적인 목적을 가지고 있다. ,무용과
이러한 교육목적을 위해 완벽한 교과과정과 시설을 갖추고 훌륭한 교수진의 지도에 따라 학생들이 자질향상과 이론 및 실기 교육에 중점을 두고 있다. ,무용과
또한 교사자격증이 부여되므로 무용교사 및 사회 지도자로서의 역할을 할 수 있는 지도 능력을 갖출 수 있게 하는데 충실을 기하고 있다.,무용과
교육목표 ① 체계적인 이론과 예술적 지도능력 함양 ② 품격 높은 전문 무용예술인의 육성,무용과
졸업 후에는 각 전공 분야에서 교육 및 창작 활동을 할 수 있다.,무용과
국ㆍ시립 또는 직업 무용단의 전문무용수로 활동하거나 초·중·고 및 대학에서 지도자로 활동하기도 한다. ,무용과
그리고 대학원 진학 사설 무용 학원장 및 강사로 활동 또는 무용센터 및 사회교육원 평생교육원 등에서 지도자로 활동한다. ,무용과
무용인접 분야인 공연기획자 무용의상 무대조명 무용음악 무용영상등 기획과 경영 분야로 다양한 방면으로의 취업이 가능하다.,무용과
한국전통무용기교훈련1,무용과
한국창작무용기교훈련1,무용과
모던댄스1 ,무용과
발레테크닉1,무용과
발레레파토리1,무용과
한국전통무용기본1 ,무용과
발레기초1 ,무용과
신체요법 ,무용과
무용작품분석,무용과
한국전통무용기교훈련2 ,무용과
한국창작무용기교훈련2 ,무용과
모던댄스2 ,무용과
발레테크닉2 ,무용과
발레레파토리2,무용과
한국전통무용기본2 ,무용과
발레기초2 ,무용과
안무법 ,무용과
현대무용사,무용과
한국무용음악분석 ,무용과
발레와필라테스,무용과
전통춤기교실습1,무용과
창작춤기교실습1,무용과
모던댄스3,무용과
발레테크닉3,무용과
발레레파토리3,무용과
서양무용사,무용과
동작분석,무용과
무용구성법,무용과
한국무용표현법,무용과
신무용기법,무용과
전통춤기교실습2,무용과
창작춤기교실습2,무용과
모던댄스4,무용과
발레테크닉4,무용과
발레레파토리4,무용과
무용실습,무용과
무용사회학,무용과
무용교육,무용과
무용제작실습,무용과
한국전통무용안무1,무용과
한국창작무용안무1,무용과
고급현대무용1,무용과
컨템포러리댄스1,무용과
발레테크닉5,무용과
발레레파토리5,무용과
무용기능학,무용과
무용음악,무용과
한국무용창작기법,무용과
발레교수법1234단계,무용과
컨템포러리발레1,무용과
발레워크샵1,무용과
한국전통무용안무2,무용과
한국창작무용안무2,무용과
고급현대무용2,무용과
컨템포러리댄스2,무용과
발레테크닉6,무용과
발레레파토리6,무용과
무용비평,무용과
캐릭터댄스,무용과
무용지도법,무용과
커뮤니티댄스,무용과
컨템포러리발레2,무용과
발레워크샵2,무용과
한국전통무용작품분석1,무용과
한국창작무용작품분석1,무용과
고급현대무용3,무용과
컨템포러리댄스3,무용과
발레테크닉7,무용과
발레레파토리7,무용과
무용테크놀로지,무용과
무용미학,무용과
무용표현심리학,무용과
무용인턴십,무용과
캐릭터발레1,무용과
한국전통무용작품분석2,무용과
한국창작무용작품분석2,무용과
고급현대무용4,무용과
컨템포러리댄스4,무용과
발레테크닉8,무용과
발레레파토리8,무용과
동양무용사,무용과
캐릭터발레2,무용과
SCHOOL OF DANCE,무용과
탄탄한 기초 무용 실기교육과 이론교육 국내외 저명한 교수들의 특화된 수업들 엄청난 양의 실기클래스와 매스터클라스,무용과
연중 진행되는 학생들의 창작발표와 교수작품 발표 및 세계 각국의 예술대학과의 긴밀한 교류와 협조체제 구축 등 조직적이고 빈틈없이 운영되는 학사일정 들은 국가의 지원이 있기에 가능하였다.,무용과
그 결과들은 국내외의 유명 무용콩쿨의 수많은 입상자와 유명전문무용단의 주역과 수많은 무용수 들을 배출하였고 국내 유수의 예술 중ㆍ고등학교에서 많은 졸업생들이 강사로 활동하고 있다.,무용과
한국예술종합학교 무용원은 젊은 예술인재들이 예술가의 꿈을 키우고 성장하는 요람이며 열정적인 젊은 예술가들이 열린 세상으로 나아가는 플랫폼입니다.,무용과
1996년 설립 이후 무용원은 국내 및 세계각지에서 모인 뛰어난 예술가와 강사진 예술인재들이 함께하며 눈부신 발전을 해왔습니다.,무용과
예술가로서의 통찰과 휴머니즘의 강조를 기반으로 탄탄한 기본기의 확립 전문적인 무대경험과 창작의 기회 다양한 장르와 스타일의 습득 모험을 두려워하지 않는 실험성 예술사와 미학적 교육을 통한 창의성의 개발에 주력하였습니다. ,무용과
이제는 국내최초이자 최고의 예술교육기관을 넘어 세계가 주목하는 예술가들의 탄생지로 성장하였습니다.,무용과
예술가들은 세상에 질문을 던지고 관계를 통찰하며 인류의 아름다운 전통을 보존하는 동시에 새로운 창조를 위해 연구하고 분석합니다.,무용과
인류애의 최전선에서 자신의 몸을 통해 인류의 지혜 사랑 직관 갈등을 통찰과 분석을 시도하는 작업이야 말로 이 예술학교가 지향하는 예술적 실험입니다. ,무용과
무용원의 모든 예술가 학자 교육자들은 이러한 학생들의 여정을 지지하고 지원하기 위해 최선을 다하고 있습니다.,무용과
우리의 젊은 예술가들이 자신의 언어로 이야기하기를 그들의 비전과 아이디어로 이 세상을 더 나은 곳으로 바꾸는 것에 기여하기를 저희와 함께 응원해주시길 기원합니다.,무용과
Dance Performance,무용과
