식품영양 전공은 건강 증진 및 질병예방을 위하여 건강한 식생활 환경을 선도할 첨단지식과 연구 능력을 갖춘 영양학 외식산업 분야의 전문 인력을 양성하여 인류의 삶의 질 향상에 기여하고자 한다.,식품영양학과
본 전공은 분자영양 임상영양 외식산업 분야의 기초이론은 물론 다양한 실험 및 현장실습 등 체계적인 교과과정을 갖추고 있으며 산학연 공동연구를 활성화하여 국제 수준의 연구 기반을 확립하고 있다.,식품영양학과
965년 식품영양학과로 독립한 이래 국내에서 가장 많은 석•박사 전공자를 배출하였으며 이들은 현재 국내외 교육 및 연구기관 보건복지부 농림수산식품부 식품의약품안전청 등 식품영양 관련 국가기관 산업체 병원 보건소 등에서 중추적인 역할을 담당하고 있다.,식품영양학과
또한 식품영양 관련 IT산업 외식문화산업 분야 및 대중매체로도 영역을 확대 진출하여 전문 인력으로 활동하고 있다.,식품영양학과
새로운 패러다임의 건강영양관리체계 구축을 위한 영양과 외식산업·문화의 연구·개발 능력을 지닌 국제적 전문 인력을 양성한다.,식품영양학과
국가의 식품영양정책 수립과 실천에 적극 기여할 수 있는 진취적인 전문 인력을 양성한다.,식품영양학과
21세기 지식정보화시대에 영양과 외식산업·문화 분야의 문제해결능력과 소통능력을 갖춘 창의적인 인재를 양성한다.,식품영양학과
산관연 및 다학제간 네트워크를 통한 영양과 외식산업·문화 분야의 핵심인재를 양성한다.,식품영양학과
첨단 분자생물학 및 유전체학을 바탕으로 영양기초연구 및 국민건강에 기여할 기여할 전문연구인력을 양성한다.,식품영양학과
한국 전통의 식생활 문화를 바탕으로 첨단의 건강한 식생활 문화·환경을 선도할 글로벌 여성리더를 양성한다.,식품영양학과
식품영양학과 졸업생 최근 취업현황 (2007-2016년),식품영양학과
CJ제일제당 식품연구소,식품영양학과
대상 중앙연구소,식품영양학과
삼성에버랜드 식품연구소,식품영양학과
바이오푸드네트워크,식품영양학과
한국식품연구원,식품영양학과
대한영양사협회,식품영양학과
풀무원연구소,식품영양학과
농심 식품연구소,식품영양학과
전북대학교병원 기능성식품 임상시험지원센터,식품영양학과
식품의약품안전처,식품영양학과
식품안전정보원,식품영양학과
한국보건산업진흥원,식품영양학과
국립독성연구원,식품영양학과
영양교사 / 교사,식품영양학과
영양사,식품영양학과
식품 / 급식 / 외식,식품영양학과
㈜아워홈,식품영양학과
㈜오뚜기,식품영양학과
㈜풀무원,식품영양학과
CJ제일제당,식품영양학과
CJ 푸드빌,식품영양학과
CJ 프레시웨이,식품영양학과
㈜삼양,식품영양학과
샘표,식품영양학과
㈜동원홈푸드,식품영양학과
한국 야쿠르트,식품영양학과
한국델몬트,식품영양학과
SPC,식품영양학과
㈜신세계푸드,식품영양학과
㈜매일유업,식품영양학과
동서식품,식품영양학과
㈜신세계마트,식품영양학과
롯데마트,식품영양학과
“이화여자대학교 식품영양학과에 오신 것을 진심으로 환영합니다.” ,식품영양학과
영양과현대사회,식품영양학과
(Human Nutrition for Living),식품영양학과
급변하는 현대 사회의 영양 문제를 생활 속에서 예방 및 해결할 수 있도록 그 원인을 분석하고 이와 관련된 기초 영양 원리를 공부한다,식품영양학과
식생활과 문화,식품영양학과
(Understanding Foods and Culture),식품영양학과
식생활의 문화적 특성을 이해하며 식생활과 문화와의 관련성을 연구한다.식품선택을 통한 식행동의 요인을 자연 과학적인 면과 문화적인 측면에서 규명해 본다.,식품영양학과
생애주기영양학,식품영양학과
(Nutrition throughout the life cycle),식품영양학과
일생을 통하여 일어나는 가족 구성원의 성장과 발달을 영양학적인 견지에서 성별연령 등의 생리적인 조건에 따라 공부하여 합리적인 영양 관리를 할 수 있게 한다.,식품영양학과
식품과 현대사회,식품영양학과
(Foods in Modern Society),식품영양학과
식품의 물리화학적 성질 및 조리와 가공시의 변화를 공부하고 현대 사회에서 식품의 역할 및 의미에 대해 공부한다.,식품영양학과
생화학,식품영양학과
(Biochemistry),식품영양학과
생화학은 세포생명체에서 일어나는 화학반응에 대한 기전을 연구하는 학문이다.,식품영양학과
서양조리실습,식품영양학과
(Practice in International FoodPreparation),식품영양학과
서구의 역사적문화적 배경을 기초로 각 나라의 조리방법의 원리를 익히고 이를 적용할 수 있는 능력을 실습을 통해 공부한다.,식품영양학과
한국조리실습,식품영양학과
(Practice in Traditional Korean Food),식품영양학과
한국전통음식의 역사적문화적 배경을 기초로 각종 한국음식의 전통 조리방법과 적용방법을 실습을 통해 공부한다.,식품영양학과
식품영양정보와매체,식품영양학과
(Food and Nutrition Information and Media),식품영양학과
매체를 통해 제공되는 영양정보와 이에 대한 올바른 지식 습득방법을 연구하고 올바른 정보를 제공하는 방법과 기술을 배운다.,식품영양학과
기능성식품과영양,식품영양학과
(Nutrition and Fuctional Foods),식품영양학과
현대사회에서 점차 중요성이 더해가고 있는 기능성식품 생물산업의 동향 및 「건강기능식품법」의 제정 배경에 대하여 전반적으로 다룬다.,식품영양학과
